word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
jolt,,,,,,,0.8440000000000001,,0.0,0.0
journalism,,,,,,,,0.39799999999999996,0.0,0.0
journey,,0.711,,0.062,0.447,,,,0.0,1.0
journeyman,,,,,,,,0.45299999999999996,0.0,0.0
jovial,,,,,0.8140000000000001,,,,0.0,1.0
joy,,,,,0.924,,,,0.0,1.0
joyful,,,,,0.879,,,0.586,0.0,1.0
joyous,,,,,0.922,,,,0.0,1.0
joys,,,,,0.818,,,,,
jual,,,,,,,,0.375,,
jubilant,,,,,0.9690000000000001,,0.578,0.49200000000000005,0.0,1.0
jubilee,,,,,0.742,,0.602,,0.0,1.0
judge,,,,,,,,0.578,0.0,0.0
judged,,,,,,,,0.406,,
judgement,,,,,,,,0.49200000000000005,,
judgment,,,,,,,0.42200000000000004,0.469,0.0,0.0
judicial,,0.305,,,,,,0.633,0.0,1.0
judiciary,,0.39799999999999996,,,,,,0.6409999999999999,0.0,0.0
judicious,,,,,,,,0.469,0.0,1.0
juga,,,,,,,,0.242,,
jump,,,,,0.379,,,,0.0,1.0
jumpy,,,,0.484,,,,,,
jungle,,,,0.21899999999999997,,,,,0.0,0.0
jurisprudence,,,,,,0.273,,,0.0,0.0
jurist,,,,,,,,0.562,0.0,0.0
jury,,,,,,,,0.562,0.0,0.0
justice,,,,,,,,0.711,0.0,1.0
justifiable,,,,,,,,0.688,0.0,1.0
juststop,0.537,,,,,,,,,
justthebeginning,0.152,,,,,,,,,
karunia,,,,,,,,0.32799999999999996,,
kennel,,,,,,0.13,,,0.0,0.0
kerosene,,,,0.375,,,,,0.0,0.0
keyed,0.39399999999999996,,,,,,,,,
khan,,,,0.375,,,,0.266,0.0,0.0
kick,0.667,,,,,,,,1.0,0.0
kicking,0.636,,,,,,,,0.0,0.0
kid,,,,,0.515,,,,0.0,0.0
kiddo,,,,,0.47,,,,,
kiddos,,,,,0.344,,,,,
kidnap,0.703,,,0.8909999999999999,,0.682,0.7659999999999999,,1.0,0.0
kidnapped,,,,0.828,,,,,,
kill,,,,0.9620000000000001,,0.797,,,1.0,0.0
killing,0.893,,,0.9059999999999999,,0.812,,,1.0,0.0
kind,,,,,0.621,,,0.6409999999999999,0.0,1.0
kindness,,,,,0.606,,,,0.0,1.0
kindred,,0.35200000000000004,,,0.455,,,0.7190000000000001,0.0,1.0
kiss,,0.711,,,0.61,,0.312,,0.0,1.0
kita,,,,,,,,0.297,,
kite,,,0.055,,,,,,1.0,0.0
kitten,,,,,0.364,,,0.461,0.0,1.0
knell,,,,0.344,,0.275,,,1.0,0.0
knickers,,,,,,,,0.36700000000000005,0.0,0.0
knot,,,,0.109,,,,,0.0,0.0
knots,,,,0.188,,,,,,
knuckles,0.439,,,,,,,,,
koo,,,,,,,,0.21100000000000002,,
kudos,,,,,0.515,,,0.414,0.0,1.0
label,,,,,,,,0.38299999999999995,0.0,0.0
labor,,0.38299999999999995,,,0.106,,0.281,0.414,0.0,1.0
labored,,,,,,0.25,,,1.0,0.0
labyrinth,,0.43,,,,,,,1.0,0.0
lace,0.11800000000000001,,,0.111,,0.11800000000000001,,0.344,1.0,1.0
lagging,0.281,0.18,0.23399999999999999,,,0.344,,,1.0,0.0
lake,,,,,0.10300000000000001,,,,0.0,0.0
lamb,,,,,0.21899999999999997,,,0.47700000000000004,0.0,1.0
lament,,,0.38299999999999995,0.42200000000000004,,0.636,,,1.0,0.0
lamenting,,,,,,0.6559999999999999,,,0.0,0.0
landmark,,,,,,,,0.47700000000000004,0.0,0.0
landslide,,,,0.625,,0.375,,,1.0,0.0
languishing,,,,0.358,,0.609,,,1.0,0.0
larceny,,,0.578,,,,,,1.0,0.0
larger,,,0.16399999999999998,,,,0.297,0.38299999999999995,0.0,0.0
laser,,,,,,,,0.35200000000000004,0.0,1.0
lash,0.578,,,0.484,,,,,1.0,0.0
lastday,,,,,,0.424,,,,
lastminute,,,,0.21899999999999997,,,,,,
late,,,,,,0.125,,,1.0,0.0
latent,0.266,0.273,0.305,,,,0.156,,1.0,0.0
latrines,,,0.6559999999999999,,,,,,1.0,0.0
latte,,,,,0.078,,,,,
laud,,,,,,,,0.45299999999999996,,
laudation,,,,,,,,0.484,,
laudatory,,,,,,,,0.49200000000000005,,
laugh,,,,,0.8909999999999999,,0.258,,0.0,1.0
laughable,,,0.18,,,,,,1.0,0.0
laughing,,,,,0.8640000000000001,,,,0.0,1.0
laughs,,,,,0.75,,,,,
laughter,,0.42200000000000004,,,0.8240000000000001,,0.445,,0.0,1.0
launch,,0.6409999999999999,,,,,,,0.0,1.0
launches,,,,0.344,,,,,,
laureate,,,,,,,,0.523,0.0,1.0
laurels,,,,,0.521,,,,0.0,1.0
lava,0.23399999999999999,,,0.588,,,,,1.0,0.0
lavatory,,,0.586,,,,,,0.0,0.0
lavender,,,,,0.409,,,,0.0,0.0
law,,,,,,,,0.547,0.0,0.0
lawful,,,,,,,,0.6409999999999999,0.0,1.0
lawlessness,0.563,,,0.531,,,,,1.0,0.0
lawsuit,0.386,,0.336,0.562,,0.344,0.43,,1.0,0.0
lawyer,0.25,,0.35200000000000004,0.349,,,,,1.0,0.0
lax,,,,,,0.266,,,1.0,0.0
laxative,,,0.6409999999999999,0.312,,,,,1.0,0.0
lazyday,,,,,0.318,,,,,
leader,,,,,,,,0.68,0.0,1.0
leading,,,,,,,,0.6409999999999999,0.0,0.0
leaf,,,,,0.065,,,,0.0,0.0
lean,,,,,,,,0.38299999999999995,0.0,0.0
leaning,,,,,,,,0.38299999999999995,0.0,0.0
leap,,,,,,,,0.414,0.0,0.0
leave,,,,,,0.32799999999999996,0.23399999999999999,,1.0,0.0
leavemealone,0.517,,,,,,,,,
leaving,,,,,,0.266,,,,
leeches,,,0.75,0.531,,,,,1.0,0.0
leer,,,0.49200000000000005,,,,,,1.0,0.0
leery,,,,,,,0.469,,0.0,0.0
leftout,,,,,,0.469,,,,
legal,,,,,,,,0.6409999999999999,0.0,1.0
legalized,0.145,,,0.156,0.203,,,0.578,0.0,1.0
legislator,,,,,,,,0.406,0.0,0.0
legislature,,,,,,,,0.336,0.0,0.0
legitimacy,,,,,,,,0.633,0.0,0.0
leisure,,0.547,,,0.515,,0.086,0.406,0.0,1.0
lemon,,,0.109,,,,,,1.0,0.0
lender,,,,,,,,0.43,0.0,0.0
lens,,,,,,,,0.336,0.0,0.0
leprosy,,,0.773,0.7659999999999999,,0.7190000000000001,,,1.0,0.0
lesbian,,,0.289,,,0.141,,,1.0,0.0
lesbians,,,,,,,,0.43,,
less,,,,0.16699999999999998,,,,,,
lessen,,0.336,,,,,,,1.0,0.0
lesser,,,0.188,,,,,,1.0,0.0
lesson,,0.36700000000000005,,,,,,0.461,0.0,1.0
lethal,,,0.536,0.8059999999999999,,0.797,,,1.0,0.0
lethargy,,,,,,0.43799999999999994,,,1.0,0.0
letter,,0.484,,,,,,,0.0,0.0
lettered,,0.39799999999999996,,,,,,0.359,0.0,1.0
leukemia,0.365,,,0.688,,0.797,,,1.0,0.0
levee,,,,,,,,0.297,0.0,0.0
level,,,,,,,,0.45299999999999996,0.0,1.0
lewd,,,0.7190000000000001,,,,,,1.0,0.0
liar,,,0.539,,,,,,1.0,0.0
libel,0.4,,,0.348,,,,0.21899999999999997,1.0,0.0
liberate,0.172,0.695,,,0.485,,0.523,0.523,0.0,1.0
liberation,,0.727,,,0.531,,0.414,,0.0,1.0
liberty,,0.555,,,0.486,,0.312,0.547,0.0,1.0
lick,,,0.39799999999999996,,,,,,1.0,0.0
lie,0.348,,0.445,,,0.585,,,1.0,0.0
lieutenant,,,,,,,,0.508,0.0,0.0
life,,,,,0.43799999999999994,,,,0.0,0.0
lifeisgood,,,,,0.7659999999999999,,,,,
lifeless,,,,0.7809999999999999,,0.797,,,1.0,0.0
lifestyle,,,,,,,,0.461,,
lifesucks,,,,,,0.7,,,,
lifetime,,,,,0.23399999999999999,,,,0.0,0.0
lifted,,,,,0.547,,,,,
light,,,,,0.297,,,,0.0,0.0
lighten,,,,,0.409,,,,0.0,0.0
lightning,0.18899999999999997,,,0.594,,,0.594,,0.0,0.0
lights,,,,,0.203,,,,,
like,,,,,,,,0.484,,
liking,,,,,0.562,,,0.609,0.0,1.0
limited,0.292,,,,,0.16699999999999998,,,1.0,0.0
lines,,,,0.031,,,,,0.0,0.0
linger,,0.391,,,,,,,0.0,0.0
linguist,,,,,,,,0.406,0.0,1.0
lion,,,,0.484,,,,,0.0,1.0
liquor,0.075,,,,0.188,0.0,,,1.0,0.0
listenting,,,,,0.359,,,,,
listless,,,,,,0.7290000000000001,,,1.0,0.0
listneing,,,,,0.212,,,,,
litigate,0.359,0.5,0.35200000000000004,0.312,,0.344,,,1.0,0.0
litigious,0.484,,0.414,,,,,,1.0,0.0
littlethings,,,,,0.391,,,,,
live,,,,,0.406,,,,,
livelife,,,,,0.574,,,,,
livid,0.821,,0.469,,,,,,1.0,0.0
living,,,,,0.312,,,,0.0,0.0
lml,,,,,0.42200000000000004,,,,,
loath,0.7809999999999999,,,,,,,,1.0,0.0
loathe,0.909,,0.617,,,,,,1.0,0.0
loathful,,,0.672,,,,,,,
loathing,,,0.672,,,,,,1.0,0.0
loathsome,0.857,,0.773,,,,,,1.0,0.0
localize,,0.35200000000000004,,,,,,,0.0,0.0
locate,,,,0.094,,,,,0.0,0.0
lockup,,,,0.45299999999999996,,0.359,,,1.0,0.0
locust,,,,0.375,,,,,1.0,0.0
lodging,,,,,,,,0.445,0.0,0.0
lone,,,,,,0.446,,,0.0,0.0
loneliness,,,,0.344,,0.7659999999999999,,,1.0,0.0
lonely,0.109,,0.297,0.183,,0.6559999999999999,,,1.0,0.0
lonesome,,,,,,0.7340000000000001,,,1.0,0.0
long,,0.406,,,,,,,0.0,0.0
longing,,0.602,,,,0.594,,,0.0,0.0
loo,,,0.562,,,,,,1.0,0.0
lookout,,0.609,,,,,,,0.0,0.0
loom,,0.516,,0.32799999999999996,,,,,1.0,0.0
looming,,,,0.43799999999999994,,,,,0.0,0.0
loon,,,0.39799999999999996,,,,,,1.0,0.0
lord,,,0.125,,0.312,,,0.445,1.0,1.0
lose,0.261,,0.25,0.391,,0.509,0.38299999999999995,,1.0,0.0
losing,0.349,,,,,0.594,,,1.0,0.0
loss,0.324,,,0.578,,0.688,,,1.0,0.0
lost,,,,,,0.625,,,1.0,0.0
lottery,,0.703,,,,,,,0.0,0.0
loudness,0.359,,,,,,,,1.0,0.0
lounging,,,,,0.297,,,,,
louse,,,0.617,,,,,,1.0,0.0
lovable,,,,,0.773,,,0.648,0.0,1.0
love,,,,,0.828,,,0.758,0.0,1.0
loved,,,,,0.8590000000000001,,,,,
lovee,,,,,0.92,,,,,
loveee,,,,,0.932,,,,,
lovelife,,,,,0.703,,,,,
lovelovelove,,,,,0.9059999999999999,,,,,
lovely,,0.555,,,0.7190000000000001,0.009000000000000001,0.18,0.586,0.0,1.0
lovemaking,,,,,0.812,,,0.562,0.0,1.0
lovemylife,,,,,0.797,,,,,
lover,,0.562,,,0.7190000000000001,,,0.47700000000000004,0.0,1.0
lovethis,,,,,0.8909999999999999,,,,,
loving,,,,,0.879,,,0.6409999999999999,0.0,1.0
lovinglife,,,,,0.875,,,,,
lovinlife,,,,,0.797,,,,,
lower,,,,,,0.203,,,1.0,0.0
lowest,,,,,,0.478,,,1.0,0.0
lowly,,,,,,0.44799999999999995,,,1.0,0.0
loyal,,,,0.094,0.485,,0.14800000000000002,0.75,0.0,1.0
loyalty,,,,,,,,0.805,0.0,1.0
lsd,,,,,0.28600000000000003,,,,,
luck,,0.594,,,0.484,,0.508,,0.0,1.0
luckiest,,,,,0.7120000000000001,,,,,
lucky,,,,,0.721,,0.539,,0.0,1.0
luckygirl,,,,,0.5760000000000001,,,,,
lull,,0.266,,,,,,,0.0,0.0
lumpy,,,0.336,,,,,,1.0,0.0
lunacy,0.574,,0.602,0.625,,0.43799999999999994,,,1.0,0.0
lunatic,0.688,,0.594,0.6559999999999999,,,,,1.0,0.0
luncheon,,,,,0.172,,,,0.0,0.0
lunge,,,,,,,0.539,,0.0,0.0
lurid,,,0.594,,,,,,1.0,0.0
luscious,,0.43,,,0.682,,,,0.0,1.0
lush,,,0.188,,0.47,0.109,,,1.0,0.0
lust,,0.625,,,,,,,1.0,0.0
luster,,,,,0.469,,,,0.0,1.0
lusty,,,0.43,,,,,,0.0,0.0
luxurious,,,,,0.7340000000000001,,,,0.0,1.0
luxury,,,,,0.7120000000000001,,,0.406,0.0,1.0
lying,0.408,,0.531,,,,,,1.0,0.0
lynch,0.69,,0.7659999999999999,0.7190000000000001,,0.773,,,1.0,0.0
lyre,,,,,0.23399999999999999,,,,0.0,1.0
lyrical,,,,,0.439,,,,0.0,1.0
mace,,,,0.43799999999999994,,,,,1.0,0.0
machine,,,,,,,,0.289,0.0,0.0
mad,0.688,,0.484,0.547,,0.5,,,1.0,0.0
madden,0.7190000000000001,,,0.5,,,,,1.0,0.0
madder,0.773,,,,,,,,,
mademyday,,,,,0.848,,,,,
madman,0.82,,,0.625,,,,,1.0,0.0
madness,0.491,,,0.675,,,,,1.0,0.0
mafia,,,,0.7340000000000001,,,,,1.0,0.0
mag,,,,,,,,0.23399999999999999,,
mage,,,,0.297,,,,,0.0,0.0
maggot,,,0.8440000000000001,,,,,,1.0,0.0
magic,,,,,0.7120000000000001,,,,0.0,0.0
magical,,0.609,,,0.742,,0.609,,0.0,1.0
magician,,,,,,,0.484,,0.0,0.0
magnet,,,,,,,,0.36700000000000005,0.0,1.0
magnetic,,,,,,,,0.461,,
magnificence,,0.57,,,0.797,,,0.609,0.0,1.0
magnificent,,0.531,,,0.8590000000000001,,0.508,0.586,0.0,1.0
magnify,,,,,,,,0.445,0.0,0.0
mail,,0.461,,,,,,,0.0,0.0
mainstay,,,,,,,,0.602,0.0,1.0
maintenance,,,,,,,,0.42200000000000004,0.0,0.0
majestic,,0.578,,,0.682,,0.523,0.625,0.0,1.0
majesty,,,,,,,,0.5,0.0,1.0
majority,,,,,0.073,,,0.539,0.0,1.0
makesmehappy,,,,,0.922,,,,,
makesmemad,0.688,,,,,,,,,
makingdisciples,,,,,0.136,,,,,
malaise,,,,,,0.547,,,1.0,0.0
malaria,,,0.7809999999999999,0.609,,0.547,,,1.0,0.0
malevolent,0.721,,0.547,0.703,,0.672,,,1.0,0.0
malfeasance,,,0.6409999999999999,,,,,,1.0,0.0
malice,0.852,,,0.625,,,,,1.0,0.0
malicious,0.8590000000000001,,0.617,0.6559999999999999,,0.7190000000000001,,,1.0,0.0
malign,0.562,,0.49200000000000005,,,,,,1.0,0.0
malignancy,,,,0.742,,0.8029999999999999,,,1.0,0.0
malignant,0.6559999999999999,,,0.7340000000000001,,,,,1.0,0.0
malpractice,0.5,,,,,,,,1.0,0.0
mamma,,,,,,,,0.6409999999999999,0.0,0.0
manage,,,,,,,,0.461,0.0,1.0
management,0.102,,,,,,,0.516,0.0,1.0
mandamus,,,,0.359,,,,,1.0,0.0
mandarin,,,,,,,,0.297,0.0,1.0
mange,,,0.6559999999999999,0.562,,,,,1.0,0.0
mangle,0.7140000000000001,,0.578,0.672,,0.6559999999999999,,,1.0,0.0
maniac,0.67,,,0.7809999999999999,,,,,1.0,0.0
manic,,,,0.625,,,,,,
manicure,,,,,0.344,,,,0.0,0.0
manifestation,,,,0.531,,,,,0.0,0.0
manipulation,0.603,,,0.531,,,,,1.0,0.0
manslaughter,0.7829999999999999,,0.812,0.828,,0.833,0.7190000000000001,,1.0,0.0
manual,,,,,,,,0.36700000000000005,0.0,0.0
manure,,,0.82,,,,,,1.0,0.0
margin,,,,,,0.125,,,1.0,0.0
marine,,,,,,,,0.36700000000000005,0.0,0.0
marriage,,0.6559999999999999,,,0.514,,,0.695,0.0,1.0
marrow,,,,,0.078,,,0.36700000000000005,0.0,1.0
marry,,0.594,,0.125,0.6759999999999999,,0.242,0.594,0.0,1.0
marshal,,,,,,,,0.469,0.0,1.0
martial,0.426,,,,,,,,0.0,0.0
martyr,,,,0.562,,0.556,,,1.0,0.0
martyrdom,,,,0.562,,0.594,,,1.0,0.0
marvel,,,,,,,0.539,,0.0,1.0
marvellous,,,,,0.833,,,,,
marvelous,,,,,0.8240000000000001,,0.5,,0.0,1.0
marvelously,,,,,0.8809999999999999,,,,0.0,1.0
masks,,,,0.562,,,,,,
masochism,0.556,,0.664,0.594,,,,,1.0,0.0
massacre,0.882,,0.883,0.9109999999999999,,0.9309999999999999,,,1.0,0.0
massage,,,,,0.47,,,,0.0,1.0
masterpiece,,,,,0.561,,,,0.0,1.0
mastery,0.25,,,,0.53,,,0.672,0.0,1.0
matchmaker,,0.57,,,,,,,0.0,0.0
mate,,,,,,,,0.586,0.0,1.0
materialist,,,0.32799999999999996,,,,,,1.0,0.0
maternal,,0.391,,,,,,,1.0,1.0
mathematical,,,,,,,,0.47700000000000004,0.0,0.0
matrimony,,0.609,,,0.531,,,0.648,0.0,1.0
matron,,,,,,,,0.57,0.0,1.0
matter,,,,,,,,0.47700000000000004,0.0,0.0
matters,,,,,,,,0.445,,
mau,,,,,,,,0.312,,
mausoleum,,,,,,0.63,,,0.0,0.0
maxim,,,,,,,,0.359,0.0,0.0
mayhem,,,,0.69,,,,,,
meaningful,,,,,0.391,,,,,
meaningless,,,,,,0.409,,,1.0,0.0
measles,,,0.696,0.359,,0.469,,,1.0,0.0
measure,,,,,,,,0.516,0.0,0.0
measured,,,,,0.152,,,0.57,0.0,1.0
medal,,0.47700000000000004,,,0.424,,0.289,0.461,0.0,1.0
meddle,0.341,,,,,,,,1.0,0.0
mediate,,0.414,,,,,,0.555,0.0,1.0
mediator,,0.32,,,,,,0.609,0.0,1.0
medical,,0.43799999999999994,,0.297,,,,0.508,0.0,1.0
medication,,,,0.156,,,,,,
meditate,,0.344,,,0.43799999999999994,,,0.555,0.0,1.0
meditating,,,,,0.297,,,,,
meditation,,,,,0.446,,,,0.0,0.0
meek,,,,,,0.125,,,0.0,0.0
meh,,,,,,0.188,,,,
melancholic,,,,,,0.591,,,1.0,0.0
melancholy,,,,,,0.621,,,1.0,0.0
melee,,,,0.7340000000000001,,,,,1.0,0.0
mellow,,,,,0.318,,,,,
melodrama,0.212,,,,,0.242,,,1.0,0.0
melody,,,,,0.348,,,,0.0,0.0
meltdown,,,,0.625,,0.703,,,1.0,0.0
memorable,,,,,0.5,,0.336,0.539,0.0,1.0
memorial,,,,,,0.547,,,0.0,0.0
memorials,,,,,,0.45299999999999996,,,0.0,0.0
memories,,,,,,0.172,,,,
memoriesiwontforget,,,,,0.682,,,,,
menace,0.545,,,0.672,,,,,1.0,0.0
menacing,0.735,,,0.672,,,,,1.0,0.0
mental,,,,0.391,,,,,0.0,0.0
mentalhealth,,,,0.375,,,,,,
mentor,,,,,,,,0.703,0.0,1.0
mercenary,,,,0.625,,,,,1.0,0.0
merchandise,,,,,,,,0.39799999999999996,0.0,0.0
merchant,,,,,,,,0.242,0.0,0.0
merci,,,,,,,,0.43799999999999994,,
merciless,,,,0.609,,,,,1.0,0.0
merge,,0.539,,,,,,,0.0,1.0
merit,,,,,,,,0.664,0.0,1.0
meritorious,,,,,0.5,,,0.586,0.0,1.0
merriment,,,,,0.912,,0.45299999999999996,,0.0,1.0
merry,,,,,0.727,,,,0.0,1.0
merrychristmas,,,,,0.7120000000000001,,,,,
mess,,,0.484,,,,,,1.0,0.0
messedup,,,,,,0.5,,,,
messenger,,,,,,,,0.391,0.0,0.0
messy,,,0.57,,,,,,1.0,0.0
metime,,,,,0.688,,,,,
microscope,,,,,,,,0.36700000000000005,0.0,0.0
midwife,,0.406,,,0.28800000000000003,,,0.555,1.0,1.0
mighty,0.172,,,0.203,0.43799999999999994,,,0.469,0.0,1.0
migraine,,,,,,0.297,,,,
mildew,,,0.633,,,,,,1.0,0.0
militants,,,,0.672,,,,,,
military,,,,0.375,,,,,0.0,0.0
militia,0.375,,,0.672,,0.344,,,1.0,0.0
mill,,0.305,,,,,,,0.0,0.0
mimicry,,,,,,,0.266,,1.0,0.0
minat,,,,,,,,0.258,,
mind,,,0.086,,,,,,0.0,0.0
minded,,,,,,,,0.516,0.0,0.0
mindfulness,,,,,0.455,,,,0.0,1.0
mine,,,,,0.297,,,,0.0,0.0
ministry,,,,,0.266,,,0.594,0.0,1.0
miracle,,0.633,,,0.742,,0.8590000000000001,0.562,0.0,1.0
miracles,,,,,0.758,,,,,
miraculous,,,,,0.773,,0.773,,0.0,1.0
mire,,,0.5,,,,,,1.0,0.0
mirth,,,,,0.375,,,,0.0,1.0
misbehavior,0.35100000000000003,,0.35200000000000004,,,,0.5,,1.0,0.0
miscarriage,,,,0.7190000000000001,,0.8240000000000001,,,1.0,0.0
misconception,0.21899999999999997,,0.25,0.375,,,,,1.0,0.0
misconduct,,,0.375,,,,,,1.0,0.0
miserable,0.594,,0.547,,,0.8440000000000001,,,1.0,0.0
miserably,,,,,,0.7340000000000001,,,1.0,0.0
misery,0.547,,0.594,0.7340000000000001,,0.938,,,1.0,0.0
misfortune,,,,0.562,,0.516,,,1.0,0.0
misguided,,,0.195,,,,,,1.0,0.0
mishap,,,0.32,0.32799999999999996,,0.33799999999999997,0.594,,1.0,0.0
mislead,0.455,,,0.297,,0.297,,0.18,1.0,0.0
misleading,0.344,,0.321,,,,,,1.0,0.0
misplace,0.172,,0.156,,,,,,1.0,0.0
misrepresentation,,,,,,0.259,,,1.0,0.0
misrepresented,0.42200000000000004,,,,,,,,1.0,0.0
miss,,,,,,0.379,,,0.0,0.0
missile,,,,0.7340000000000001,,,,,0.0,0.0
missiles,,,,0.934,,,,,,
missing,,,,0.474,,0.7190000000000001,,,1.0,0.0
missingyou,,,,,,0.672,,,,
misspell,0.136,,,,,,,,,
misstatement,0.19699999999999998,,0.23399999999999999,,,,,,1.0,0.0
mistake,,,,,,0.312,,,1.0,0.0
mistaken,,,,0.281,,,,,1.0,0.0
mistakes,,,,,,,,0.133,,
mistletoe,,,,,0.547,,,,,
mistress,0.182,,0.523,,,,,,1.0,0.0
mistrust,,,0.42200000000000004,0.5,,,,,1.0,0.0
misty,,,,,,0.23399999999999999,,,0.0,0.0
misunderstanding,0.195,,,,,0.359,,,1.0,0.0
misuse,0.297,,,,,,,,1.0,0.0
mite,,,0.516,,,,,,1.0,0.0
mixedemotions,,,,,,0.266,,,,
mlk,,,,,,,,0.43799999999999994,,
moan,,,,0.39399999999999996,,0.484,,,0.0,0.0
moat,,,,,,,,0.203,0.0,0.0
mob,0.5379999999999999,,,0.5770000000000001,,,,,1.0,0.0
mobile,,0.344,,,,,,,0.0,0.0
mockery,,,0.47700000000000004,,,,,,1.0,0.0
mocking,0.484,,0.469,,,0.363,,,1.0,0.0
moderator,,,,,,,,0.49200000000000005,0.0,1.0
modest,,,,,,,,0.57,0.0,1.0
modify,,,,,,,0.35200000000000004,,0.0,0.0
molestation,0.742,,0.914,0.8590000000000001,,0.7440000000000001,,,1.0,0.0
momentum,,0.594,,,,,,,0.0,1.0
monde,,,,,,,,0.344,,
monetary,,0.547,,,,,,,0.0,1.0
money,0.07400000000000001,0.586,,,0.531,,0.203,0.359,0.0,1.0
monk,,,,,,,,0.586,0.0,1.0
monochrome,,,0.195,,,,,,1.0,0.0
monogamy,,,,,,,,0.688,0.0,0.0
monsoon,,,,,,0.391,,,1.0,0.0
monster,,,,0.8440000000000001,,,,,1.0,0.0
monstrosity,0.574,,0.7809999999999999,0.797,,,0.594,,1.0,0.0
monstrous,,,,,,,0.68,,,
moody,0.41200000000000003,,,,,0.469,,,1.0,0.0
moonlight,,,,,0.364,,,,0.0,0.0
moonstruck,,,,,,,0.727,,,
moorings,,,,,,,,0.461,0.0,0.0
moral,0.094,,,,,,,0.758,0.0,1.0
morality,,,,,,,,0.703,0.0,1.0
morals,0.141,0.266,0.195,,0.297,,0.203,0.695,0.0,1.0
morbid,,,,,,0.828,,,1.0,0.0
morbidity,0.594,,0.727,0.82,,0.8640000000000001,,,1.0,0.0
morgue,,,0.773,0.8440000000000001,,0.7340000000000001,,,1.0,0.0
moribund,,,,,,0.758,,,1.0,0.0
morn,,0.414,,,,,,,0.0,0.0
morning,,,,,0.25,,,,0.0,0.0
morrow,,0.547,,,,,,,0.0,0.0
mortality,0.312,,,0.797,,0.5,,,1.0,0.0
mortgage,,,,0.331,,,,,0.0,0.0
mortgagee,,,,,,,,0.359,0.0,0.0
mortgagor,,,,0.258,,,,,0.0,0.0
mortification,,0.39799999999999996,0.711,0.7190000000000001,,0.802,,,1.0,0.0
mortuary,,,,0.75,,0.797,,,1.0,0.0
mosque,0.122,,,,,,,,0.0,0.0
mosquito,0.21899999999999997,,0.445,,,,,,1.0,0.0
mother,,0.406,,,0.41200000000000003,0.016,,0.703,1.0,1.0
motherhood,,,,,0.5,,,0.703,0.0,1.0
motion,,0.469,,,,,,,0.0,0.0
motivating,,,,,,0.078,,,,
mountain,,0.375,,,0.25,,,,0.0,0.0
mountains,,,,,0.19399999999999998,,,,,
mourn,,,,,,0.828,,,1.0,0.0
mournful,0.188,,,0.359,,0.812,,,1.0,0.0
mourning,,,,,,0.9690000000000001,,,1.0,0.0
mouth,,,,,,,0.172,,0.0,0.0
mouthful,,,0.16399999999999998,,,,,,0.0,0.0
movies,,,,,0.39299999999999996,,,,,
moving,,,,,,0.295,,,0.0,0.0
movingforward,,,,,0.429,,,,,
movingon,,,,,0.182,,,,,
mri,,,,0.344,,,,,,
muchneeded,,,,,0.312,,,,,
mucis,,,,,0.212,,,,,
muck,,,0.7190000000000001,,,,,,1.0,0.0
mucked,0.43799999999999994,,,,,,,,,
mucous,,,0.758,,,,,,0.0,0.0
mucus,,,0.742,,,,,,0.0,0.0
muddy,,,0.461,,,,,,1.0,0.0
muff,0.318,,0.391,,,,,,1.0,0.0
mug,0.467,,,0.359,,0.141,,,1.0,1.0
mule,0.16699999999999998,,,,,,,0.281,1.0,0.0
mum,,,,0.07,,,,,1.0,0.0
munchies,,,,,0.4,,,,,
murah,,,,,,,,0.23399999999999999,,
murder,0.897,,0.8390000000000001,0.9059999999999999,,0.828,0.617,,1.0,0.0
murderer,0.922,,0.82,0.953,,0.877,,,1.0,0.0
murderous,0.853,,0.789,0.92,,0.8440000000000001,0.625,,1.0,0.0
murky,,,0.414,,,0.375,,,1.0,0.0
music,,,,,0.531,0.016,,,0.0,1.0
musical,0.011000000000000001,0.36700000000000005,,,0.42200000000000004,0.045,0.21899999999999997,0.49200000000000005,0.0,1.0
musket,,,,0.391,,,,,0.0,0.0
musty,,,0.602,,,,,,1.0,0.0
mutable,,0.344,,,,,,,0.0,1.0
mutilated,,,0.789,,,,,,1.0,0.0
mutilation,0.7140000000000001,,0.93,0.9059999999999999,,0.828,,,1.0,0.0
mutiny,0.727,,0.484,0.7340000000000001,,,0.648,,1.0,0.0
mutter,0.182,,,,,,,,1.0,0.0
muzzle,,,,0.312,,,,,1.0,0.0
myfavorite,,,,,0.804,,,,,
myopia,0.28300000000000003,,,,,0.33899999999999997,,,1.0,0.0
mysterious,,0.562,,0.435,,,0.586,,0.0,0.0
mystery,,0.711,,,,,0.625,,0.0,0.0
mystic,,,,,,,0.375,,0.0,0.0
nab,,,,,,,0.49200000000000005,,1.0,0.0
nag,0.39399999999999996,,,,,,,,1.0,0.0
naman,,,,,,,,0.23399999999999999,,
namaste,,,,,0.45299999999999996,,,,,
nameless,,,0.14800000000000002,,,,,,1.0,0.0
nap,,,,,0.20600000000000002,,,,0.0,1.0
napkin,,,,,,0.031,,,0.0,0.0
nappy,,,0.484,,,,,,1.0,0.0
nascent,,0.5,,,,,,,0.0,0.0
nasty,0.672,,0.703,0.466,,0.484,,,1.0,0.0
nation,,,,,,,,0.406,0.0,0.0
nature,,,,,0.5,,,,0.0,0.0
